word,n_entries,n_senses_total,wn_senses
spur,2,10,10
sputter,2,3,7
spy,2,5,6
squabble,2,2,2
square,4,30,25
squat,3,7,8
squawk,2,3,4
squeak,2,5,3
squeal,2,3,3
squeegee,2,2,2
squeeze,2,10,17
squelch,2,4,6
squint,2,4,6
squire,2,4,4
squirm,2,2,2
squirt,2,4,4
stab,2,6,6
stable,3,7,7
stack,2,9,8
staff,3,8,8
stage,2,11,10
stagger,2,4,5
stain,2,5,9
stake,2,10,10
stalemate,2,3,3
stalk,2,5,8
stalwart,2,2,4
stammer,2,3,2
stampede,2,3,6
stamp,2,15,18
stanch,2,2,1
standard,2,10,11
standing,2,6,21
stand,2,33,24
stand by,2,5,0
starch,2,4,3
stare,2,4,3
stark,2,4,6
star,2,12,12
start,2,17,22
state,2,8,11
static,2,5,5
station,2,12,6
statuary,2,3,2
staunch,2,2,2
steady,5,8,10
steal,2,4,5
steamroller,2,3,7
steam,2,12,7
steel,2,4,5
steep,2,4,6
stem,2,9,10
stencil,2,3,2
step,2,20,21
stereo,2,2,3
stereotype,2,4,2
sterling,2,3,2
stern,2,5,7
stet,2,2,2
stew,2,4,5
steward,2,5,5
stiff,3,10,11
sting,2,11,9
stinking,2,3,4
stink,2,5,3
stint,2,3,5
stipendiary,2,2,4
stitch,2,9,3
stockade,2,2,3
stockpile,2,2,3
stock,3,21,27
stole,2,3,4
stomach,2,5,6
stomp,2,2,2
stone,3,11,16
stooge,2,5,5
stoop,2,5,8
stop,2,23,22
stop by,2,2,0
store,2,12,6
storm,2,7,8
stout,2,4,5
stove,2,2,4
straight,3,13,21
strait,2,2,3
strap,2,5,8
stray,3,7,6
streak,2,7,7
stream,2,10,10
stress,2,7,8
stretch,2,18,20
stride,2,5,5
strike,3,26,27
string,2,14,17
strip,2,8,19
strop,2,2,2
structure,2,3,6
struggle,2,3,7
strut,2,3,3
stub,2,3,9
stuck,2,7,18
study,2,9,16
stuff,2,14,14
stumble,2,4,6
stump,2,9,8
stunt,2,5,4
stutter,2,2,2
style,2,11,12
stymie,2,3,3
subconscious,2,2,2
subcontract,2,2,3
subject,3,14,15
subject to,2,2,0
subjunctive,2,3,2
sublease,2,2,2
sublimate,2,4,7
submarine,2,2,8
subordinate,3,4,7
subpoena,2,2,2
sub,2,8,3
subsidiary,2,2,3
substantive,2,3,4
substitute,2,3,9
succour,2,2,2
succulent,2,3,2
such,2,9,2
suchlike,2,2,1
suck,2,5,8
sugar,2,5,4
suit,2,13,10
sulky,2,3,4
summary,2,3,3
summer,2,5,3
summons,2,2,8
sundry,2,3,1
sun,2,7,7
super,2,3,5
superior,2,8,13
superlative,2,4,4
supplement,2,3,6
supply,2,8,7
support,2,13,22
suppose,2,7,5
surcharge,2,3,8
sure,2,11,10
surf,2,2,4
surface,3,7,10
surfeit,2,2,5
surge,2,4,8
surmise,2,2,3
surprise,2,6,6
surrender,2,4,6
surround,2,4,5
survey,2,7,9
suspect,3,6,6
swab,2,6,4
swagger,2,3,6
swamp,2,3,4
swan,2,2,4
swank,2,3,3
swap,2,3,3
swat,2,3,2
sway,2,7,6
sweat,2,11,5
sweep,2,25,15
sweet,2,10,16
swell,3,10,11
swerve,2,3,3
swift,2,4,5
swig,2,2,3
swill,2,5,3
swim,2,8,6
swindle,2,3,2
swing,2,20,22
swipe,2,4,3
swirl,2,4,3
swish,2,3,3
switch,2,8,14
swivel,2,2,2
swollen,2,3,7
swoon,2,3,2
swoop,2,4,6
sworn,2,2,7
swot,2,2,2
syndicate,2,4,6
syringe,2,2,2
table,2,16,8
taboo,2,5,5
tackle,2,8,8
tack,2,9,12
tail,2,11,11
tailor,2,3,4
taint,2,3,3
take,3,51,44
talk,2,16,11
talk round,2,2,0
tally,2,6,7
tame,2,6,9
tan,4,8,6
tandem,2,2,3
tangle,2,4,6
tango,2,3,3
taper,2,4,6
tape,2,9,8
tar,2,5,3
tarmac,3,3,3
tarnish,2,2,2
tarry,2,3,3
tarsal,2,2,2
tart,2,5,5
taste,2,11,13
taunt,2,2,2
taxi,2,2,3
tax,2,4,5
teeth,2,10,6
telecast,2,2,2
telegraph,2,4,2
telephone,2,5,3
telescope,2,3,3
telex,2,3,2
telltale,2,2,2
temper,2,9,9
tenant,2,2,4
tense,3,4,8
term,3,6,8
terminal,2,6,9
terrace,2,5,5
territorial,2,4,5
test,2,9,13
t *B4 te - *B1 - t *B4 te,2,2,0
tether,2,3,2
than,2,9,0
that,4,22,0
thatch,2,3,5
thaw,2,4,4
the,2,21,0
them,2,2,0
then,2,7,5
thermal,2,3,4
thick,3,19,13
thieving,2,2,3
thine,2,2,0
thinking,2,4,15
think,2,15,14
thin,3,13,13
thirst,2,4,4
this,3,11,0
though,2,3,1
thought,2,8,17
thread,2,10,9
three - quarter,2,2,0
thrill,2,2,7
throb,2,2,5
throng,2,3,2
throttle,2,3,5
through,3,26,7
throughout,2,2,2
throwaway,2,3,5
throw,2,22,20
thrust,2,6,13
thud,2,2,4
thumb,2,10,6
thump,3,5,5
thunder,2,11,7
thwart,2,2,2
ticket,2,10,7
tickle,2,5,5
tide over,2,2,0
tidy,3,5,5
tie,2,16,18
tight,2,14,16
tile,2,6,4
till,3,5,4
tilt,2,6,9
timber,2,5,5
times,2,7,17
timetable,2,5,2
time,2,54,15
tincture,2,4,6
tinge,2,3,4
tingle,2,2,3
tinker,2,6,6
tinkle,2,3,2
tin,3,5,7
tint,2,4,2
tipple,2,2,2
tiptoe,2,2,4
tire,2,2,5
tittle - tattle,2,2,0
toady,2,2,2
toboggan,2,3,2
today,2,4,4
toe,2,4,9
toil,2,3,2
to,3,29,0
to - and - fro,2,2,0
tomorrow,2,3,3
tonic,2,5,9
tonight,2,2,2
tonsure,2,3,3
tool,2,7,8
topping,2,2,12
torment,2,4,9
torpedo,2,2,8
torture,2,4,7
toss,2,10,9
total,3,5,7
tote,2,2,2
touch,2,28,27
tough,2,10,12
tour,2,5,4
tout,2,4,5
towel,2,3,2
tower,2,4,4
track,2,21,16
trade,2,8,12
trail,2,10,8
train,2,12,17
tramp,2,8,10
transfer,2,8,15
transient,2,3,4
transplant,2,5,7
transport,2,7,11
trap,2,11,12
travel,2,8,9
traverse,2,5,7
travesty,2,2,3
trawl,2,3,3
tread,2,12,10
treadle,2,2,3
treasure,2,4,6
treat,2,9,10
treble,4,6,7
tree,2,6,7
trek,2,2,4
trellis,2,2,2
tremble,2,5,2
trench,2,4,9
trend,2,3,5
trendy,2,2,1
trephine,2,2,2
trespass,2,4,7
tribal,2,2,1
tributary,2,4,4
trickle,2,3,2
trick,3,16,8
tried,2,2,11
trigger,2,3,5
trill,2,4,4
trim,3,11,17
triple,2,3,7
triplicate,3,5,2
trip,2,12,12
triumph,2,5,6
troll,2,3,11
troop,2,5,6
trot,2,9,7
trouble,2,18,11
trudge,2,2,2
true,3,16,15
trumpet,2,7,4
truss,2,6,6
trust,2,15,12
trusty,2,1,2
try,2,9,10
tuck,2,6,7
tug,2,3,9
tumble,2,9,13
tune,2,8,5
tunnel,2,3,4
turf,2,5,4
turn,2,41,38
turn on,2,6,0
turn to,2,3,0
turquoise,2,2,2
tussle,2,2,3
tutor,2,4,3
tutorial,2,2,2
tut - tut,2,2,0
twang,2,3,7
tweak,2,2,4
twiddle,2,3,3
twig,2,2,3
twine,2,4,5
twinkle,2,6,4
twin,2,3,9
twirl,2,3,4
twist,2,21,23
twit,2,2,3
twitch,2,4,6
twitter,2,5,2
two - piece,2,2,0
type,2,9,8
umpire,2,2,3
umpteen,2,2,1
unconscious,2,3,4
underarm,2,2,2
undercut,2,2,10
underestimate,2,3,4
underground,3,6,6
underneath,2,2,2
understudy,2,2,2
under,2,13,10
undesirable,2,2,3
undress,2,4,3
unfortunate,2,5,4
uniform,2,3,6
unknown,2,2,8
uphill,2,4,4
uplift,2,4,5
upright,3,4,5
upset,3,9,17
upstage,3,4,7
upstairs,2,2,4
up,5,46,14
urge,2,4,5
use,3,15,13
usher,2,4,4
utmost,2,2,4
utter,2,3,6
U,2,2,4
vacation,2,3,3
vacuum,2,3,5
vagrant,2,4,2
valet,2,4,2
valetudinarian,2,3,2
valuable,2,3,3
value,2,11,11
variable,2,5,7
variant,2,2,6
varnish,2,5,2
vaulting,2,3,5
vaunt,2,2,2
vegetable,2,5,2
vegetarian,2,3,1
veil,2,7,6
veneer,2,4,3
venture,2,7,6
verbal,2,7,6
vernacular,2,2,3
vertical,2,5,6
very,2,9,4
vest,2,3,7
vet,2,4,6
veto,2,3,4
videotape,2,2,3
view,3,15,13
vintage,2,7,2
virginal,2,2,4
virgin,2,3,5
visa,2,2,3
visionary,2,4,3
visit,2,8,13
viva voce,2,2,0
vocal,2,4,6
voice,3,15,13
void,3,9,8
volley,2,8,7
voluntary,2,4,4
volunteer,2,5,7
vomit,2,4,4
vote,2,16,10
vow,2,5,3
voyage,2,2,3
V,3,4,5
W,2,2,4
wad,2,5,5
waddle,2,2,2
waft,2,4,3
wager,2,2,4
wage,2,4,2
waggle,2,2,3
wail,2,4,3
wait,2,9,6
walk,2,18,17
wallop,2,4,4
wallow,2,5,7
wallpaper,2,2,2
wall,2,13,9
waltz,2,5,4
wane,2,3,4
wangle,2,3,3
wank,2,2,2
want,2,16,9
wanting,2,3,7
wanton,2,5,9
warble,2,4,3
warm,4,11,13
warn off,2,2,0
warp,2,4,6
war,2,10,5
warrant,2,5,6
wash,3,21,21
waste,3,14,16
watch,2,17,13
waterproof,2,2,4
water,2,27,10
wave,2,11,14
way,2,35,13
weary,2,3,3
weatherproof,2,2,2
weather,2,8,6
weave,3,11,5
wedge,2,6,9
wee,3,4,4
weed,2,6,4
weekend,2,3,2
weekly,2,2,3
weight,2,14,10
welcome,4,13,6
weld,2,2,5
well,5,37,22
welter,2,2,4
wench,2,2,2
west,2,4,10
western,2,2,6
wet,3,9,9
whack,2,4,3
whacking,2,2,4
what,3,20,0
whatever,3,5,1
wheel,2,14,11
wheeze,2,4,3
whelp,2,2,2
when,4,10,0
whenever,2,4,0
where,3,7,0
whereabouts,2,2,1
wherever,2,4,1
which,2,4,0
whiff,2,5,8
while,3,7,1
whimper,2,4,2
whine,2,3,5
whip,2,10,11
whirl,2,6,9
whirr,2,2,3
whisk,2,6,6
whisper,2,7,3
whistle,2,7,11
white,2,9,25
whitewash,2,4,6
whiting,2,2,7
whole,2,8,8
wholesale,2,3,5
whoop,2,4,3
whoopee,2,2,1
whop,2,2,2
why,3,3,1
wide,3,9,11
wiggle,2,2,2
wildcat,2,4,6
wild,3,12,17
will,3,19,6
wince,2,2,4
winch,2,2,2
windward,2,2,4
wine,2,4,4
wing,2,12,12
wink,2,8,7
winter,2,2,2
win,2,10,6
wipe,2,6,2
wireless,2,4,5
wire,2,7,9
wise,2,6,7
wish,2,9,10
wit,2,8,3
withal,2,2,2
within,2,3,1
without,2,5,0
witness,2,9,7
wobble,2,3,4
wolf,2,6,6
wonder,3,11,6
wondrous,2,2,2
wont,2,2,1
wood,2,8,8
woof,2,2,1
woolly,2,3,4
word,2,27,11
works,2,3,38
work,2,30,34
worm,2,6,5
worry,2,6,8
worse,3,9,18
worship,2,5,5
worst,4,9,20
worth,2,7,5
worthy,2,3,4
wound,3,3,14
wrangle,2,2,4
wrap,2,4,7
wreck,2,6,5
wrench,2,6,7
wriggle,2,3,2
wring,2,6,5
wrinkle,2,4,7
wrong,4,15,13
xerox,2,2,3
X,3,5,4
yak,2,2,3
yank,2,3,3
yap,2,4,2
yarn,2,3,3
yaw,2,3,4
yawn,2,3,3
ye,2,2,0
yea,2,2,2
yell,2,4,4
yellow,3,5,8
yelp,2,2,2
yen,2,2,3
yes,2,4,1
yesterday,2,5,4
yet,2,9,6
yield,2,6,17
yodel,2,2,2
yoke,2,8,10
young,2,7,14
yowl,2,2,3
zany,2,3,4
zigzag,3,3,4
zip,2,5,6
zone,2,6,6
zoom,2,4,5
